year,event,incident_number,incident_start,incident_end,declaration_date,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount
2011,Connecticut Severe Storm,4046,2011-10-29,2011-10-30,2011-11-17,https://www.fema.gov/disaster/4046,CT,Severe Storm,NA,NA,NA,NA,NA,88561263,652,15491800,2013-11-18,732,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,13200000,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,2291800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,New Mexico Flooding,4047,2011-08-19,2011-08-24,2011-11-23,https://www.fema.gov/disaster/4047,NM,Flood,NA,NA,NA,NA,NA,13324211,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,New Jersey Severe Storm,4048,2011-10-29,2011-10-29,2011-11-30,https://www.fema.gov/disaster/4048,NJ,Severe Storm,NA,NA,NA,NA,NA,26411716,745,292651500,2013-11-18,719,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,209000000,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,83651500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,New Hampshire Severe Storm and Snowstorm,4049,2011-10-29,2011-10-30,2011-12-05,https://www.fema.gov/disaster/4049,NH,Severe Storm,NA,NA,NA,NA,NA,3337546,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alaska Severe Winter Storms and Flooding,4050,2011-11-08,2011-11-13,2011-12-22,https://www.fema.gov/disaster/4050,AK,Severe Storm,NA,NA,NA,NA,NA,4721628,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Massachusetts Severe Storm and Snowstorm,4051,2011-10-29,2011-10-30,2012-01-06,https://www.fema.gov/disaster/4051,MA,Severe Storm,NA,NA,NA,NA,NA,71006603,642,6916000,2013-05-29,509,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,Commonwealth of Massachusetts,https://www.mass.gov/info-details/community-development-block-grant-disaster-recovery-cdbg-dr,1442000,City of Springfield,https://www.springfield-ma.gov/dr/cdbg-dr,5474000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Alabama Severe Storms, Tornadoes, Straight-line Winds, and Flooding",4052,2012-01-22,2012-01-23,2012-02-01,https://www.fema.gov/disaster/4052,AL,Severe Storm,1454,266,18.3,3545,942963,NA,NA,29705167,2013-05-29,483,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,State of Alabama,https://adeca.alabama.gov/cdbg-disaster-recovery/,16385667,City of Birmingham,https://cobcd.com/programs-and-initiatives/,8748500,Jefferson County,https://www.jccal.org/Default.asp?ID=590&pg=CDBG%2DDR,4571000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Utah Severe Storm,4053,2011-11-30,2011-12-01,2012-02-01,https://www.fema.gov/disaster/4053,UT,Severe Storm,NA,NA,NA,NA,NA,2564684,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alaska Severe Storm,4054,2011-11-15,2011-11-17,2012-02-02,https://www.fema.gov/disaster/4054,AK,Severe Storm,NA,NA,NA,NA,NA,1340818,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Oregon Severe Winter Storm, Flooding, Landslides, and Mudslides",4055,2012-01-17,2012-01-21,2012-03-02,https://www.fema.gov/disaster/4055,OR,Flood,NA,NA,NA,NA,NA,15087219,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Washington Severe Winter Storm, Flooding, Landslides, and Mudslides",4056,2012-01-14,2012-01-23,2012-03-05,https://www.fema.gov/disaster/4056,WA,Severe Storm,NA,NA,NA,NA,NA,30413929,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Kentucky Severe Storms, Tornadoes, Straight-Line Winds and Flooding",4057,2012-02-29,2012-03-03,2012-03-06,https://www.fema.gov/disaster/4057,KY,Severe Storm,5534,1736,31.4,5996,10409047,14924164,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Indiana Severe Storms, Straight-Line Winds, and Tornadoes",4058,2012-02-29,2012-03-03,2012-03-09,https://www.fema.gov/disaster/4058,IN,Severe Storm,1498,284,19.0,6085,1727998,4896875,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"West Virginia Severe Storms, Tornadoes, Flooding, Mudslides, and Landslides",4059,2012-02-29,2012-03-05,2012-03-16,https://www.fema.gov/disaster/4059,WV,Severe Storm,1233,663,53.8,3703,2455408,6904031,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Tennessee Severe Storms, Tornadoes, Straight-line Winds, and Flooding",4060,2012-02-29,2012-03-02,2012-03-16,https://www.fema.gov/disaster/4060,TN,Severe Storm,1093,187,17.1,5574,1042291,NA,NA,2301667,2013-05-29,439,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,State of Tennessee,https://www.tn.gov/ecd/community-development-block-grant/cdbg/cdbg-disaster-program.html,2301667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"West Virginia Severe Storms, Flooding, Mudslides, and Landslides",4061,2012-03-15,2012-03-31,2012-03-22,https://www.fema.gov/disaster/4061,WV,Severe Storm,830,505,60.8,4995,2522605,3974479,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Hawaii Severe Storms, Flooding, and Landslides",4062,2012-03-03,2012-03-11,2012-04-18,https://www.fema.gov/disaster/4062,HI,Severe Storm,NA,NA,NA,NA,NA,3095014,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Kansas Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",4063,2012-04-14,2012-04-15,2012-05-24,https://www.fema.gov/disaster/4063,KS,Severe Storm,NA,NA,NA,NA,NA,4883033,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Oklahoma Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",4064,2012-04-28,2012-05-01,2012-06-14,https://www.fema.gov/disaster/4064,OK,Severe Storm,NA,NA,NA,NA,NA,2918163,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,New Hampshire Severe Storm and Flooding,4065,2012-05-29,2012-05-31,2012-06-15,https://www.fema.gov/disaster/4065,NH,Severe Storm,NA,NA,NA,NA,NA,3039192,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Vermont Severe Storm, Tornado, and Flooding",4066,2012-05-29,2012-05-29,2012-06-22,https://www.fema.gov/disaster/4066,VT,Severe Storm,NA,NA,NA,NA,NA,1017761,70,4483000,2013-05-29,341,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,State of Vermont,https://accd.vermont.gov/community-development/funding-incentives/vcdp,4483000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Colorado High Park and Waldo Canyon Wildfires,4067,2012-06-09,2012-07-11,2012-06-28,https://www.fema.gov/disaster/4067,CO,Fire,NA,NA,NA,NA,NA,4046793,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Florida Tropical Storm Debby,4068,2012-06-23,2012-07-26,2012-07-03,https://www.fema.gov/disaster/4068,FL,Severe Storm,16930,6757,39.9,4113,27791929,48804232,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Minnesota Severe Storms and Flooding,4069,2012-06-14,2012-06-21,2012-07-06,https://www.fema.gov/disaster/4069,MN,Severe Storm,NA,NA,NA,NA,NA,41354847,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,New Jersey Severe Storms and Straight-line Winds,4070,2012-06-30,2012-06-30,2012-07-19,https://www.fema.gov/disaster/4070,NJ,Severe Storm,NA,NA,NA,NA,NA,8796860,295,292651500,2013-11-18,487,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,209000000,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,83651500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Virginia Severe Storms and Straight-Line Winds,4071,2012-06-29,2012-07-08,2012-07-23,https://www.fema.gov/disaster/4071,WV,Severe Storm,5146,1191,23.1,2338,2784279,11718721,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Virginia Severe Storms and Straight-Line Winds,4072,2012-06-29,2012-07-01,2012-07-27,https://www.fema.gov/disaster/4072,VA,Severe Storm,NA,NA,NA,NA,NA,21670638,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,District of Columbia Severe Storms,4073,2012-06-29,2012-07-01,2012-07-31,https://www.fema.gov/disaster/4073,DC,Severe Storm,NA,NA,NA,NA,NA,2914289,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Montana Wildfire,4074,2012-06-25,2012-07-10,2012-08-02,https://www.fema.gov/disaster/4074,MT,Fire,NA,NA,NA,NA,NA,1297027,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Maryland Severe Storms and Straight-line Winds,4075,2012-06-29,2012-07-08,2012-08-02,https://www.fema.gov/disaster/4075,MD,Severe Storm,NA,NA,NA,NA,NA,12040508,131,5000000,2013-11-18,473,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Maryland,https://dhcd.maryland.gov/Communities/Pages/cdbg/CDBGSandyDisasterRecovery.aspx,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Wisconsin Severe Storms and Flooding,4076,2012-06-19,2012-06-20,2012-08-02,https://www.fema.gov/disaster/4076,WI,Severe Storm,NA,NA,NA,NA,NA,8488330,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ohio Severe Storms and Straight-Line Winds,4077,2012-06-29,2012-07-02,2012-08-20,https://www.fema.gov/disaster/4077,OH,Severe Storm,NA,NA,NA,NA,NA,16595663,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Oklahoma Freedom and Noble Wildfires,4078,2012-08-03,2012-08-14,2012-08-22,https://www.fema.gov/disaster/4078,OK,Fire,789,387,49.1,18385,7115054,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,New Mexico Flooding,4079,2012-06-22,2012-07-12,2012-08-24,https://www.fema.gov/disaster/4079,NM,Flood,NA,NA,NA,NA,NA,25632263,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Louisiana Hurricane Isaac,4080,2012-08-26,2012-09-10,2012-08-29,https://www.fema.gov/disaster/4080,LA,Hurricane,199571,45297,22.7,3124,141493696,296863536,1415,62512667,2013-05-29,273,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,State of Louisiana,https://www.doa.la.gov/doa/ocd/recovery-programs/,22132667,Jefferson Parish,https://www.jeffparish.gov/219/Disaster-Recovery,16453000,City of New Orleans,https://nola.gov/next/community-development/programs/restore-louisiana/,15031000,St. Tammany Parish,https://www.stpgov.org/departments/grants/cdbg-entitlement.php,8896000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Mississippi Hurricane Isaac,4081,2012-08-26,2012-09-11,2012-08-29,https://www.fema.gov/disaster/4081,MS,Hurricane,25358,6663,26.3,2711,18066465,37399647,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Alabama Hurricane Isaac,4082,2012-08-26,2012-09-05,2012-09-21,https://www.fema.gov/disaster/4082,AL,Hurricane,NA,NA,NA,NA,NA,6640827,160,16385667,2013-05-29,250,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,State of Alabama,https://adeca.alabama.gov/cdbg-disaster-recovery/,16385667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Washington Severe Storm, Straight-Line Winds, and Flooding",4083,2012-07-20,2012-07-20,2012-09-25,https://www.fema.gov/disaster/4083,WA,Severe Storm,NA,NA,NA,NA,NA,2757341,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Florida Hurricane Isaac,4084,2012-08-27,2012-08-29,2012-10-18,https://www.fema.gov/disaster/4084,FL,Hurricane,NA,NA,NA,NA,NA,17484311,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,New York Hurricane Sandy,4085,2012-10-27,2012-11-08,2012-10-30,https://www.fema.gov/disaster/4085,NY,Hurricane,269636,117643,43.6,8607,1012579287,14761513997,4463,5924776857,2013-03-05,126,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05170.pdf,New York City,https://www.nyc.gov/site/cdbgdr/index.page,1772820000,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,1713960000,,,,,,,,,,,,,,,,,,,,,,2013-11-18,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,New York City,https://www.nyc.gov/site/cdbgdr/index.page,1447000000,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,299571429,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,New York City,https://www.nyc.gov/site/cdbgdr/index.page,91293714,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,60131714,New York City (Rebuild by Design),https://www.nyc.gov/site/cdbgdr/index.page,355000000,New York State (Rebuild by Design),https://hcr.ny.gov/cdbg-disaster-recovery,185000000,,,,,
2012,New Jersey Hurricane Sandy,4086,2012-10-26,2012-11-08,2012-10-30,https://www.fema.gov/disaster/4086,NJ,Hurricane,260880,61335,23.5,6875,421688706,2387488367,4872,2502171500,2013-03-05,126,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05170.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,1829520000,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-18,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,209000000,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of New Jersey,https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,83651500,State of New Jersey (Rebuild by Design),https://www.nj.gov/dca/ddrm/resources/cdbg.shtml,380000000,,,,,,,,,,,
2012,Connecticut Hurricane Sandy,4087,2012-10-27,2012-11-08,2012-10-30,https://www.fema.gov/disaster/4087,CT,Hurricane,12105,2970,24.5,5189,15411911,60239210,690,97311800,2013-03-05,126,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05170.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,71820000,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-18,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,13200000,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,2291800,State of Connecticut (Rebuild by Design),https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,10000000,,,,,,,,,,,
2012,Utah Severe Storm and Flooding,4088,2012-09-11,2012-09-11,2012-11-03,https://www.fema.gov/disaster/4088,UT,Flood,NA,NA,NA,NA,NA,1653797,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Rhode Island Hurricane Sandy,4089,2012-10-26,2012-10-31,2012-11-03,https://www.fema.gov/disaster/4089,RI,Hurricane,592,105,17.7,4013,421341,8734303,258,8797000,2013-03-05,122,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05170.pdf,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,3240000,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-18,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,5333333,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,223667,,,,,,,,,,,,,,
2012,Delaware Hurricane Sandy,4090,2012-10-27,2012-11-08,2012-11-16,https://www.fema.gov/disaster/4090,DE,Hurricane,NA,NA,NA,NA,NA,6615077,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Maryland Hurricane Sandy,4091,2012-10-26,2012-11-04,2012-11-20,https://www.fema.gov/disaster/4091,MD,Hurricane,1365,732,53.6,3542,2592961,30749449,778,13640000,2013-03-05,105,https://www.govinfo.gov/content/pkg/FR-2013-03-05/pdf/2013-05170.pdf,State of Maryland,https://dhcd.maryland.gov/Communities/Pages/cdbg/CDBGSandyDisasterRecovery.aspx,8640000,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-18,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Maryland,https://dhcd.maryland.gov/Communities/Pages/cdbg/CDBGSandyDisasterRecovery.aspx,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Virginia Hurricane Sandy,4092,2012-10-26,2012-11-08,2012-11-26,https://www.fema.gov/disaster/4092,VA,Hurricane,NA,NA,NA,NA,NA,10459122,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,West Virginia Hurricane Sandy,4093,2012-10-29,2012-11-08,2012-11-27,https://www.fema.gov/disaster/4093,WV,Hurricane,NA,NA,NA,NA,NA,14890072,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Alaska Severe Storm, Straight-Line Winds, Flooding, and Landslides",4094,2012-09-15,2012-09-30,2012-11-27,https://www.fema.gov/disaster/4094,AK,Severe Storm,NA,NA,NA,NA,NA,24793673,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,New Hampshire Hurricane Sandy,4095,2012-10-26,2012-11-08,2012-11-28,https://www.fema.gov/disaster/4095,NH,Hurricane,NA,NA,NA,NA,NA,2113606,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,District of Columbia Hurricane Sandy,4096,2012-10-26,2012-10-31,2012-12-05,https://www.fema.gov/disaster/4096,DC,Hurricane,NA,NA,NA,NA,NA,3119811,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Massachusetts Hurricane Sandy,4097,2012-10-27,2012-11-08,2012-12-19,https://www.fema.gov/disaster/4097,MA,Hurricane,NA,NA,NA,NA,NA,10831064,287,1442000,2013-05-29,161,https://www.govinfo.gov/content/pkg/FR-2013-05-29/pdf/2013-12683.pdf,Commonwealth of Massachusetts,https://www.mass.gov/info-details/community-development-block-grant-disaster-recovery-cdbg-dr,1442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Ohio Severe Storms and Flooding Due to the Remnants of Hurricane Sandy,4098,2012-10-29,2012-10-30,2013-01-03,https://www.fema.gov/disaster/4098,OH,Hurricane,NA,NA,NA,NA,NA,17603231,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Pennsylvania Hurricane Sandy,4099,2012-10-26,2012-11-08,2013-01-10,https://www.fema.gov/disaster/4099,PA,Hurricane,NA,NA,NA,NA,NA,12666844,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Arkansas Severe Winter Storm,4100,2012-12-25,2012-12-26,2013-01-29,https://www.fema.gov/disaster/4100,AR,Severe Ice Storm,NA,NA,NA,NA,NA,8293401,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Mississippi Severe Storms, Tornadoes, and Flooding",4101,2013-02-10,2013-02-22,2013-02-13,https://www.fema.gov/disaster/4101,MS,Severe Storm,2993,771,25.8,4409,3399662,4461112,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Louisiana Severe Storms and Flooding,4102,2013-01-08,2013-01-17,2013-02-22,https://www.fema.gov/disaster/4102,LA,Severe Storm,NA,NA,NA,NA,NA,5926569,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"North Carolina Severe Storms, Flooding, Landslides, and Mudslides",4103,2013-01-14,2013-01-17,2013-03-01,https://www.fema.gov/disaster/4103,NC,Mud/Landslide,NA,NA,NA,NA,NA,4212154,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Arizona Severe Freeze,4104,2012-12-15,2013-01-21,2013-03-05,https://www.fema.gov/disaster/4104,AZ,Freezing,NA,NA,NA,NA,NA,1602599,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Hampshire Severe Winter Storm and Snowstorm,4105,2013-02-08,2013-02-10,2013-03-19,https://www.fema.gov/disaster/4105,NH,Severe Storm,NA,NA,NA,NA,NA,6153471,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Connecticut Severe Winter Storm and Snowstorm,4106,2013-02-08,2013-02-11,2013-03-21,https://www.fema.gov/disaster/4106,CT,Severe Storm,NA,NA,NA,NA,NA,31099393,474,15491800,2013-11-18,242,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,13200000,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,2291800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
